,Frame,Timestamp,Vehicle_ID,Location_X,Location_Y,Velocity_X,Velocity_Y,Acceleration_X,Acceleration_Y
0,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
1,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
2,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
3,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
4,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
5,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
6,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
7,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
8,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
9,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
10,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
11,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
12,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
13,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
14,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
15,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
16,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
17,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
18,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
19,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
20,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
21,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
22,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
23,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
24,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
25,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
26,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
27,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
28,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
29,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
30,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
31,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
32,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
33,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
34,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
35,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
36,37,1.477015521377325,1,-67.25457000732422,27.963756561279297,0.0,0.0,0.0,0.0
37,37,1.477015521377325,2,-87.6230239868164,12.967159271240234,0.0,0.0,0.0,0.0
38,37,1.477015521377325,3,-84.9327621459961,16.47465705871582,0.0,0.0,0.0,0.0
39,37,1.477015521377325,4,-103.17900085449219,-14.434906959533691,0.0,0.0,0.0,0.0
40,37,1.477015521377325,0,-64.64484405517578,24.471010208129883,0.0,0.0,0.0,0.0
